sample,ratio,condition,amino_acid,batch,ratio_sample_is,ratio_adj,concentration_sample_uM,cell_line,dox_conc,timepoint,replicate
66,,,Glc,6,,,2.766,TM,1000,18,2
67,,,Glc,6,,,2.762,TM,0,20,2
68,,,Glc,6,,,2.787,TM,100,20,2
69,,,Glc,6,,,2.761,TM,1000,20,2
70,,,Glc,6,,,2.678,TM,0,22,2
71,,,Glc,6,,,2.708,TM,100,22,2
72,,,Glc,6,,,2.722,TM,1000,22,2
73,,,Glc,6,,,2.656,TM,0,24,2
74,,,Glc,6,,,2.678,TM,100,24,2
75,,,Glc,6,,,2.627,TM,1000,24,2
76,,,Glc,6,,,2.676,T,0,16,2
77,,,Glc,6,,,2.714,T,100,16,2
78,,,Glc,6,,,2.731,T,1000,16,2
79,,,Glc,6,,,2.637,T,0,18,2
80,,,Glc,6,,,2.609,T,100,18,2
81,,,Glc,6,,,2.679,T,1000,18,2
82,,,Glc,6,,,2.568,T,0,20,2
83,,,Glc,6,,,2.608,T,100,20,2
84,,,Glc,6,,,2.675,T,1000,20,2
85,,,Glc,6,,,2.538,T,0,22,2
86,,,Glc,6,,,2.53,T,100,22,2
87,,,Glc,6,,,2.524,T,1000,22,2
88,,,Glc,6,,,2.371,T,0,24,2
89,,,Glc,6,,,2.518,T,100,24,2
90,,,Glc,6,,,2.515,T,1000,24,2
91,,,Glc,6,,,2.802,M,0,16,2
92,,,Glc,6,,,2.797,M,100,16,2
93,,,Glc,6,,,2.779,M,1000,16,2
94,,,Glc,6,,,2.75,M,0,18,2
95,,,Glc,6,,,2.754,M,100,18,2
96,,,Glc,6,,,2.771,M,1000,18,2
97,,,Glc,6,,,2.716,M,0,20,2
98,,,Glc,6,,,2.715,M,100,20,2
99,,,Glc,6,,,2.736,M,1000,20,2
100,,,Glc,6,,,2.652,M,0,22,2
101,,,Glc,6,,,2.66,M,100,22,2
102,,,Glc,6,,,2.65,M,1000,22,2
103,,,Glc,6,,,2.577,M,0,24,2
104,,,Glc,6,,,2.545,M,100,24,2
105,,,Glc,6,,,2.561,M,1000,24,2
106,,,Glc,6,,,2.778,E,0,16,2
107,,,Glc,6,,,2.806,E,100,16,2
108,,,Glc,6,,,2.819,E,1000,16,2
109,,,Glc,6,,,2.757,E,0,18,2
110,,,Glc,6,,,2.754,E,100,18,2
