sample,ratio,condition,amino_acid,batch,ratio_sample_is,ratio_adj,concentration_sample_uM,cell_line,dox_conc,timepoint,replicate
87,4.31E+00,5.13,Val,3,0.05,8.62E+01,442.206,T,1000,22,2
88,4.21E+00,5.13,Val,3,0.05,8.42E+01,431.946,T,0,24,2
89,4.10E+00,5.13,Val,3,0.05,8.20E+01,420.66,T,100,24,2
90,4.09E+00,5.13,Val,3,0.05,8.18E+01,419.634,T,1000,24,2
91,4.54E+00,5.13,Val,3,0.05,9.08E+01,465.804,M,0,16,2
92,4.57E+00,5.13,Val,3,0.05,9.14E+01,468.882,M,100,16,2
93,4.11E+00,5.13,Val,3,0.05,8.22E+01,421.686,M,1000,16,2
94,4.53E+00,5.13,Val,3,0.05,9.06E+01,464.778,M,0,18,2
95,3.65E+00,5.13,Val,3,0.05,7.30E+01,374.49,M,100,18,2
96,4.36E+00,5.13,Val,3,0.05,8.72E+01,447.336,M,1000,18,2
97,4.28E+00,5.13,Val,3,0.05,8.56E+01,439.128,M,0,20,2
98,4.13E+00,5.13,Val,3,0.05,8.26E+01,423.738,M,100,20,2
99,4.35E+00,5.13,Val,3,0.05,8.70E+01,446.31,M,1000,20,2
100,4.32E+00,5.13,Val,3,0.05,8.64E+01,443.232,M,0,22,2
101,3.90E+00,5.13,Val,3,0.05,7.80E+01,400.14,M,100,22,2
102,4.37E+00,5.13,Val,3,0.05,8.74E+01,448.362,M,1000,22,2
103,4.16E+00,5.13,Val,3,0.05,8.32E+01,426.816,M,0,24,2
104,3.95E+00,5.13,Val,3,0.05,7.90E+01,405.27,M,100,24,2
105,4.11E+00,5.13,Val,3,0.05,8.22E+01,421.686,M,1000,24,2
106,4.38E+00,5.13,Val,3,0.05,8.76E+01,449.388,E,0,16,2
107,4.64E+00,5.13,Val,3,0.05,9.28E+01,476.064,E,100,16,2
108,4.56E+00,5.13,Val,3,0.05,9.12E+01,467.856,E,1000,16,2
109,4.45E+00,5.13,Val,3,0.05,8.90E+01,456.57,E,0,18,2
110,3.98E+00,5.13,Val,3,0.05,7.96E+01,408.348,E,100,18,2
111,3.91E+00,5.13,Val,3,0.05,7.82E+01,401.166,E,1000,18,2
112,4.20E+00,5.13,Val,3,0.05,8.40E+01,430.92,E,0,20,2
113,4.31E+00,5.13,Val,3,0.05,8.62E+01,442.206,E,100,20,2
114,4.28E+00,5.13,Val,3,0.05,8.56E+01,439.128,E,1000,20,2
115,4.45E+00,5.13,Val,3,0.05,8.90E+01,456.57,E,0,22,2
116,4.05E+00,5.13,Val,3,0.05,8.10E+01,415.53,E,100,22,2
117,4.39E+00,5.13,Val,3,0.05,8.78E+01,450.414,E,1000,22,2
118,3.80E+00,5.13,Val,3,0.05,7.60E+01,389.88,E,0,24,2
119,4.04E+00,5.13,Val,3,0.05,8.08E+01,414.504,E,100,24,2
120,4.18E+00,5.13,Val,3,0.05,8.36E+01,428.868,E,1000,24,2
M0,2.66E+00,4.74,Met,3,0.05,5.32E+01,252.168,,,,
M0,2.65E+00,4.74,Met,3,0.05,5.30E+01,251.22,,,,
61,2.83E+00,4.74,Met,3,0.05,5.66E+01,268.284,TM,0,16,2
62,2.38E+00,4.74,Met,3,0.05,4.76E+01,225.624,TM,100,16,2
63,2.90E+00,4.74,Met,3,0.05,5.80E+01,274.92,TM,1000,16,2
64,2.46E+00,4.74,Met,3,0.05,4.92E+01,233.208,TM,0,18,2
65,2.71E+00,4.74,Met,3,0.05,5.42E+01,256.908,TM,100,18,2
66,2.68E+00,4.74,Met,3,0.05,5.36E+01,254.064,TM,1000,18,2
67,2.53E+00,4.74,Met,3,0.05,5.06E+01,239.844,TM,0,20,2
68,2.56E+00,4.74,Met,3,0.05,5.12E+01,242.688,TM,100,20,2
69,2.45E+00,4.74,Met,3,0.05,4.90E+01,232.26,TM,1000,20,2
70,2.29E+00,4.74,Met,3,0.05,4.58E+01,217.092,TM,0,22,2
71,2.35E+00,4.74,Met,3,0.05,4.70E+01,222.78,TM,100,22,2
72,2.53E+00,4.74,Met,3,0.05,5.06E+01,239.844,TM,1000,22,2
73,2.43E+00,4.74,Met,3,0.05,4.86E+01,230.364,TM,0,24,2
74,2.01E+00,4.74,Met,3,0.05,4.02E+01,190.548,TM,100,24,2
75,2.41E+00,4.74,Met,3,0.05,4.82E+01,228.468,TM,1000,24,2
76,2.37E+00,4.74,Met,3,0.05,4.74E+01,224.676,T,0,16,2
77,2.64E+00,4.74,Met,3,0.05,5.28E+01,250.272,T,100,16,2
78,2.51E+00,4.74,Met,3,0.05,5.02E+01,237.948,T,1000,16,2
79,2.55E+00,4.74,Met,3,0.05,5.10E+01,241.74,T,0,18,2
80,2.62E+00,4.74,Met,3,0.05,5.24E+01,248.376,T,100,18,2
81,2.61E+00,4.74,Met,3,0.05,5.22E+01,247.428,T,1000,18,2
82,2.29E+00,4.74,Met,3,0.05,4.58E+01,217.092,T,0,20,2
83,2.33E+00,4.74,Met,3,0.05,4.66E+01,220.884,T,100,20,2
84,2.40E+00,4.74,Met,3,0.05,4.80E+01,227.52,T,1000,20,2
85,2.31E+00,4.74,Met,3,0.05,4.62E+01,218.988,T,0,22,2
86,2.45E+00,4.74,Met,3,0.05,4.90E+01,232.26,T,100,22,2
87,2.33E+00,4.74,Met,3,0.05,4.66E+01,220.884,T,1000,22,2
88,2.26E+00,4.74,Met,3,0.05,4.52E+01,214.248,T,0,24,2
89,2.45E+00,4.74,Met,3,0.05,4.90E+01,232.26,T,100,24,2
90,2.21E+00,4.74,Met,3,0.05,4.42E+01,209.508,T,1000,24,2
91,2.35E+00,4.74,Met,3,0.05,4.70E+01,222.78,M,0,16,2
92,2.20E+00,4.74,Met,3,0.05,4.40E+01,208.56,M,100,16,2
93,2.33E+00,4.74,Met,3,0.05,4.66E+01,220.884,M,1000,16,2
94,2.47E+00,4.74,Met,3,0.05,4.94E+01,234.156,M,0,18,2
95,2.16E+00,4.74,Met,3,0.05,4.32E+01,204.768,M,100,18,2
96,2.73E+00,4.74,Met,3,0.05,5.46E+01,258.804,M,1000,18,2
97,2.57E+00,4.74,Met,3,0.05,5.14E+01,243.636,M,0,20,2
98,2.32E+00,4.74,Met,3,0.05,4.64E+01,219.936,M,100,20,2
99,2.37E+00,4.74,Met,3,0.05,4.74E+01,224.676,M,1000,20,2
100,2.35E+00,4.74,Met,3,0.05,4.70E+01,222.78,M,0,22,2
101,2.19E+00,4.74,Met,3,0.05,4.38E+01,207.612,M,100,22,2
102,2.29E+00,4.74,Met,3,0.05,4.58E+01,217.092,M,1000,22,2
103,2.19E+00,4.74,Met,3,0.05,4.38E+01,207.612,M,0,24,2
104,2.17E+00,4.74,Met,3,0.05,4.34E+01,205.716,M,100,24,2
105,2.35E+00,4.74,Met,3,0.05,4.70E+01,222.78,M,1000,24,2
106,2.56E+00,4.74,Met,3,0.05,5.12E+01,242.688,E,0,16,2
107,2.55E+00,4.74,Met,3,0.05,5.10E+01,241.74,E,100,16,2
108,2.43E+00,4.74,Met,3,0.05,4.86E+01,230.364,E,1000,16,2
109,2.32E+00,4.74,Met,3,0.05,4.64E+01,219.936,E,0,18,2
110,2.25E+00,4.74,Met,3,0.05,4.50E+01,213.3,E,100,18,2
111,2.26E+00,4.74,Met,3,0.05,4.52E+01,214.248,E,1000,18,2
112,2.59E+00,4.74,Met,3,0.05,5.18E+01,245.532,E,0,20,2
113,2.37E+00,4.74,Met,3,0.05,4.74E+01,224.676,E,100,20,2
114,2.53E+00,4.74,Met,3,0.05,5.06E+01,239.844,E,1000,20,2
115,2.30E+00,4.74,Met,3,0.05,4.60E+01,218.04,E,0,22,2
116,2.42E+00,4.74,Met,3,0.05,4.84E+01,229.416,E,100,22,2
117,2.40E+00,4.74,Met,3,0.05,4.80E+01,227.52,E,1000,22,2
118,2.25E+00,4.74,Met,3,0.05,4.50E+01,213.3,E,0,24,2
119,2.35E+00,4.74,Met,3,0.05,4.70E+01,222.78,E,100,24,2
120,2.45E+00,4.74,Met,3,0.05,4.90E+01,232.26,E,1000,24,2
M0,2.28E+00,4.77,Tyr,3,0.05,4.56E+01,217.512,,,,
M0,1.87E+00,4.77,Tyr,3,0.05,3.74E+01,178.398,,,,
61,2.29E+00,4.77,Tyr,3,0.05,4.58E+01,218.466,TM,0,16,2
62,2.32E+00,4.77,Tyr,3,0.05,4.64E+01,221.328,TM,100,16,2
63,2.24E+00,4.77,Tyr,3,0.05,4.48E+01,213.696,TM,1000,16,2
64,2.04E+00,4.77,Tyr,3,0.05,4.08E+01,194.616,TM,0,18,2
65,2.26E+00,4.77,Tyr,3,0.05,4.52E+01,215.604,TM,100,18,2
66,2.17E+00,4.77,Tyr,3,0.05,4.34E+01,207.018,TM,1000,18,2
67,2.20E+00,4.77,Tyr,3,0.05,4.40E+01,209.88,TM,0,20,2
68,2.17E+00,4.77,Tyr,3,0.05,4.34E+01,207.018,TM,100,20,2
69,2.13E+00,4.77,Tyr,3,0.05,4.26E+01,203.202,TM,1000,20,2
70,2.15E+00,4.77,Tyr,3,0.05,4.30E+01,205.11,TM,0,22,2
71,2.05E+00,4.77,Tyr,3,0.05,4.10E+01,195.57,TM,100,22,2
72,2.22E+00,4.77,Tyr,3,0.05,4.44E+01,211.788,TM,1000,22,2
73,2.21E+00,4.77,Tyr,3,0.05,4.42E+01,210.834,TM,0,24,2
74,1.98E+00,4.77,Tyr,3,0.05,3.96E+01,188.892,TM,100,24,2
75,2.07E+00,4.77,Tyr,3,0.05,4.14E+01,197.478,TM,1000,24,2
76,1.97E+00,4.77,Tyr,3,0.05,3.94E+01,187.938,T,0,16,2
77,2.37E+00,4.77,Tyr,3,0.05,4.74E+01,226.098,T,100,16,2
78,2.14E+00,4.77,Tyr,3,0.05,4.28E+01,204.156,T,1000,16,2
79,2.07E+00,4.77,Tyr,3,0.05,4.14E+01,197.478,T,0,18,2
80,2.32E+00,4.77,Tyr,3,0.05,4.64E+01,221.328,T,100,18,2
81,2.12E+00,4.77,Tyr,3,0.05,4.24E+01,202.248,T,1000,18,2
82,1.94E+00,4.77,Tyr,3,0.05,3.88E+01,185.076,T,0,20,2
83,1.91E+00,4.77,Tyr,3,0.05,3.82E+01,182.214,T,100,20,2
84,2.07E+00,4.77,Tyr,3,0.05,4.14E+01,197.478,T,1000,20,2
85,1.92E+00,4.77,Tyr,3,0.05,3.84E+01,183.168,T,0,22,2
86,2.17E+00,4.77,Tyr,3,0.05,4.34E+01,207.018,T,100,22,2
87,2.05E+00,4.77,Tyr,3,0.05,4.10E+01,195.57,T,1000,22,2
88,1.97E+00,4.77,Tyr,3,0.05,3.94E+01,187.938,T,0,24,2
89,1.87E+00,4.77,Tyr,3,0.05,3.74E+01,178.398,T,100,24,2
90,1.91E+00,4.77,Tyr,3,0.05,3.82E+01,182.214,T,1000,24,2
91,2.14E+00,4.77,Tyr,3,0.05,4.28E+01,204.156,M,0,16,2
92,1.90E+00,4.77,Tyr,3,0.05,3.80E+01,181.26,M,100,16,2
93,1.93E+00,4.77,Tyr,3,0.05,3.86E+01,184.122,M,1000,16,2
94,2.05E+00,4.77,Tyr,3,0.05,4.10E+01,195.57,M,0,18,2
95,1.84E+00,4.77,Tyr,3,0.05,3.68E+01,175.536,M,100,18,2
96,2.19E+00,4.77,Tyr,3,0.05,4.38E+01,208.926,M,1000,18,2
97,2.04E+00,4.77,Tyr,3,0.05,4.08E+01,194.616,M,0,20,2
98,2.07E+00,4.77,Tyr,3,0.05,4.14E+01,197.478,M,100,20,2
99,2.10E+00,4.77,Tyr,3,0.05,4.20E+01,200.34,M,1000,20,2
100,2.05E+00,4.77,Tyr,3,0.05,4.10E+01,195.57,M,0,22,2
101,2.04E+00,4.77,Tyr,3,0.05,4.08E+01,194.616,M,100,22,2
102,2.03E+00,4.77,Tyr,3,0.05,4.06E+01,193.662,M,1000,22,2
103,2.08E+00,4.77,Tyr,3,0.05,4.16E+01,198.432,M,0,24,2
104,1.81E+00,4.77,Tyr,3,0.05,3.62E+01,172.674,M,100,24,2
105,1.93E+00,4.77,Tyr,3,0.05,3.86E+01,184.122,M,1000,24,2
106,2.06E+00,4.77,Tyr,3,0.05,4.12E+01,196.524,E,0,16,2
107,2.12E+00,4.77,Tyr,3,0.05,4.24E+01,202.248,E,100,16,2
108,2.22E+00,4.77,Tyr,3,0.05,4.44E+01,211.788,E,1000,16,2
109,2.03E+00,4.77,Tyr,3,0.05,4.06E+01,193.662,E,0,18,2
110,2.03E+00,4.77,Tyr,3,0.05,4.06E+01,193.662,E,100,18,2
111,1.92E+00,4.77,Tyr,3,0.05,3.84E+01,183.168,E,1000,18,2
112,1.94E+00,4.77,Tyr,3,0.05,3.88E+01,185.076,E,0,20,2
113,1.99E+00,4.77,Tyr,3,0.05,3.98E+01,189.846,E,100,20,2
114,1.90E+00,4.77,Tyr,3,0.05,3.80E+01,181.26,E,1000,20,2
115,2.08E+00,4.77,Tyr,3,0.05,4.16E+01,198.432,E,0,22,2
116,1.96E+00,4.77,Tyr,3,0.05,3.92E+01,186.984,E,100,22,2
117,2.08E+00,4.77,Tyr,3,0.05,4.16E+01,198.432,E,1000,22,2
118,1.84E+00,4.77,Tyr,3,0.05,3.68E+01,175.536,E,0,24,2
119,1.94E+00,4.77,Tyr,3,0.05,3.88E+01,185.076,E,100,24,2
120,1.92E+00,4.77,Tyr,3,0.05,3.84E+01,183.168,E,1000,24,2
M0,2.06E+00,4.33,Ile,3,0.05,4.12E+01,178.396,,,,
M0,2.02E+00,4.33,Ile,3,0.05,4.04E+01,174.932,,,,
61,2.17E+00,4.33,Ile,3,0.05,4.34E+01,187.922,TM,0,16,2
62,1.80E+00,4.33,Ile,3,0.05,3.60E+01,155.88,TM,100,16,2
63,1.94E+00,4.33,Ile,3,0.05,3.88E+01,168.004,TM,1000,16,2
64,1.70E+00,4.33,Ile,3,0.05,3.40E+01,147.22,TM,0,18,2
65,1.68E+00,4.33,Ile,3,0.05,3.36E+01,145.488,TM,100,18,2
66,1.65E+00,4.33,Ile,3,0.05,3.30E+01,142.89,TM,1000,18,2
67,1.43E+00,4.33,Ile,3,0.05,2.86E+01,123.838,TM,0,20,2
68,1.62E+00,4.33,Ile,3,0.05,3.24E+01,140.292,TM,100,20,2
69,1.60E+00,4.33,Ile,3,0.05,3.20E+01,138.56,TM,1000,20,2
70,1.68E+00,4.33,Ile,3,0.05,3.36E+01,145.488,TM,0,22,2
71,1.41E+00,4.33,Ile,3,0.05,2.82E+01,122.106,TM,100,22,2
72,1.67E+00,4.33,Ile,3,0.05,3.34E+01,144.622,TM,1000,22,2
73,1.65E+00,4.33,Ile,3,0.05,3.30E+01,142.89,TM,0,24,2
74,1.60E+00,4.33,Ile,3,0.05,3.20E+01,138.56,TM,100,24,2
75,1.56E+00,4.33,Ile,3,0.05,3.12E+01,135.096,TM,1000,24,2
76,1.62E+00,4.33,Ile,3,0.05,3.24E+01,140.292,T,0,16,2
77,1.68E+00,4.33,Ile,3,0.05,3.36E+01,145.488,T,100,16,2
78,1.78E+00,4.33,Ile,3,0.05,3.56E+01,154.148,T,1000,16,2
79,1.78E+00,4.33,Ile,3,0.05,3.56E+01,154.148,T,0,18,2
80,1.89E+00,4.33,Ile,3,0.05,3.78E+01,163.674,T,100,18,2
81,2.02E+00,4.33,Ile,3,0.05,4.04E+01,174.932,T,1000,18,2
82,1.65E+00,4.33,Ile,3,0.05,3.30E+01,142.89,T,0,20,2
83,1.69E+00,4.33,Ile,3,0.05,3.38E+01,146.354,T,100,20,2
84,1.71E+00,4.33,Ile,3,0.05,3.42E+01,148.086,T,1000,20,2
85,1.65E+00,4.33,Ile,3,0.05,3.30E+01,142.89,T,0,22,2
86,1.79E+00,4.33,Ile,3,0.05,3.58E+01,155.014,T,100,22,2
87,1.60E+00,4.33,Ile,3,0.05,3.20E+01,138.56,T,1000,22,2
88,1.60E+00,4.33,Ile,3,0.05,3.20E+01,138.56,T,0,24,2
89,2.07E+00,4.33,Ile,3,0.05,4.14E+01,179.262,T,100,24,2
90,1.58E+00,4.33,Ile,3,0.05,3.16E+01,136.828,T,1000,24,2
91,1.82E+00,4.33,Ile,3,0.05,3.64E+01,157.612,M,0,16,2
92,1.83E+00,4.33,Ile,3,0.05,3.66E+01,158.478,M,100,16,2
93,1.78E+00,4.33,Ile,3,0.05,3.56E+01,154.148,M,1000,16,2
94,1.84E+00,4.33,Ile,3,0.05,3.68E+01,159.344,M,0,18,2
95,1.58E+00,4.33,Ile,3,0.05,3.16E+01,136.828,M,100,18,2
96,2.31E+00,4.33,Ile,3,0.05,4.62E+01,200.046,M,1000,18,2
97,2.16E+00,4.33,Ile,3,0.05,4.32E+01,187.056,M,0,20,2
98,2.12E+00,4.33,Ile,3,0.05,4.24E+01,183.592,M,100,20,2
99,2.00E+00,4.33,Ile,3,0.05,4.00E+01,173.2,M,1000,20,2
100,1.76E+00,4.33,Ile,3,0.05,3.52E+01,152.416,M,0,22,2
101,1.65E+00,4.33,Ile,3,0.05,3.30E+01,142.89,M,100,22,2
102,1.85E+00,4.33,Ile,3,0.05,3.70E+01,160.21,M,1000,22,2
103,1.72E+00,4.33,Ile,3,0.05,3.44E+01,148.952,M,0,24,2
104,1.73E+00,4.33,Ile,3,0.05,3.46E+01,149.818,M,100,24,2
105,2.08E+00,4.33,Ile,3,0.05,4.16E+01,180.128,M,1000,24,2
106,1.68E+00,4.33,Ile,3,0.05,3.36E+01,145.488,E,0,16,2
107,2.14E+00,4.33,Ile,3,0.05,4.28E+01,185.324,E,100,16,2
108,2.07E+00,4.33,Ile,3,0.05,4.14E+01,179.262,E,1000,16,2
109,1.95E+00,4.33,Ile,3,0.05,3.90E+01,168.87,E,0,18,2
110,1.93E+00,4.33,Ile,3,0.05,3.86E+01,167.138,E,100,18,2
111,1.69E+00,4.33,Ile,3,0.05,3.38E+01,146.354,E,1000,18,2
112,1.84E+00,4.33,Ile,3,0.05,3.68E+01,159.344,E,0,20,2
113,1.85E+00,4.33,Ile,3,0.05,3.70E+01,160.21,E,100,20,2
114,1.84E+00,4.33,Ile,3,0.05,3.68E+01,159.344,E,1000,20,2
115,2.52E+00,4.33,Ile,3,0.05,5.04E+01,218.232,E,0,22,2
116,2.23E+00,4.33,Ile,3,0.05,4.46E+01,193.118,E,100,22,2
117,1.94E+00,4.33,Ile,3,0.05,3.88E+01,168.004,E,1000,22,2
118,1.83E+00,4.33,Ile,3,0.05,3.66E+01,158.478,E,0,24,2
119,1.88E+00,4.33,Ile,3,0.05,3.76E+01,162.808,E,100,24,2
120,1.86E+00,4.33,Ile,3,0.05,3.72E+01,161.076,E,1000,24,2
M0,1.78E+00,4.29,Leu,3,0.05,3.56E+01,152.724,,,,
M0,2.07E+00,4.29,Leu,3,0.05,4.14E+01,177.606,,,,
61,1.87E+00,4.29,Leu,3,0.05,3.74E+01,160.446,TM,0,16,2
62,1.62E+00,4.29,Leu,3,0.05,3.24E+01,138.996,TM,100,16,2
63,1.76E+00,4.29,Leu,3,0.05,3.52E+01,151.008,TM,1000,16,2
64,1.50E+00,4.29,Leu,3,0.05,3.00E+01,128.7,TM,0,18,2
65,1.70E+00,4.29,Leu,3,0.05,3.40E+01,145.86,TM,100,18,2
66,1.51E+00,4.29,Leu,3,0.05,3.02E+01,129.558,TM,1000,18,2
67,1.43E+00,4.29,Leu,3,0.05,2.86E+01,122.694,TM,0,20,2
68,1.54E+00,4.29,Leu,3,0.05,3.08E+01,132.132,TM,100,20,2
69,1.54E+00,4.29,Leu,3,0.05,3.08E+01,132.132,TM,1000,20,2
70,1.52E+00,4.29,Leu,3,0.05,3.04E+01,130.416,TM,0,22,2
71,1.46E+00,4.29,Leu,3,0.05,2.92E+01,125.268,TM,100,22,2
72,1.47E+00,4.29,Leu,3,0.05,2.94E+01,126.126,TM,1000,22,2
73,1.47E+00,4.29,Leu,3,0.05,2.94E+01,126.126,TM,0,24,2
74,1.41E+00,4.29,Leu,3,0.05,2.82E+01,120.978,TM,100,24,2
75,1.32E+00,4.29,Leu,3,0.05,2.64E+01,113.256,TM,1000,24,2
76,1.45E+00,4.29,Leu,3,0.05,2.90E+01,124.41,T,0,16,2
77,1.73E+00,4.29,Leu,3,0.05,3.46E+01,148.434,T,100,16,2
78,1.65E+00,4.29,Leu,3,0.05,3.30E+01,141.57,T,1000,16,2
79,1.44E+00,4.29,Leu,3,0.05,2.88E+01,123.552,T,0,18,2
80,1.62E+00,4.29,Leu,3,0.05,3.24E+01,138.996,T,100,18,2
81,1.79E+00,4.29,Leu,3,0.05,3.58E+01,153.582,T,1000,18,2
82,1.54E+00,4.29,Leu,3,0.05,3.08E+01,132.132,T,0,20,2
83,1.44E+00,4.29,Leu,3,0.05,2.88E+01,123.552,T,100,20,2
84,1.63E+00,4.29,Leu,3,0.05,3.26E+01,139.854,T,1000,20,2
85,1.49E+00,4.29,Leu,3,0.05,2.98E+01,127.842,T,0,22,2
86,1.70E+00,4.29,Leu,3,0.05,3.40E+01,145.86,T,100,22,2
87,1.37E+00,4.29,Leu,3,0.05,2.74E+01,117.546,T,1000,22,2
88,1.41E+00,4.29,Leu,3,0.05,2.82E+01,120.978,T,0,24,2
89,1.65E+00,4.29,Leu,3,0.05,3.30E+01,141.57,T,100,24,2
90,1.53E+00,4.29,Leu,3,0.05,3.06E+01,131.274,T,1000,24,2
91,1.76E+00,4.29,Leu,3,0.05,3.52E+01,151.008,M,0,16,2
92,1.69E+00,4.29,Leu,3,0.05,3.38E+01,145.002,M,100,16,2
93,1.60E+00,4.29,Leu,3,0.05,3.20E+01,137.28,M,1000,16,2
94,1.63E+00,4.29,Leu,3,0.05,3.26E+01,139.854,M,0,18,2
95,1.25E+00,4.29,Leu,3,0.05,2.50E+01,107.25,M,100,18,2
96,1.85E+00,4.29,Leu,3,0.05,3.70E+01,158.73,M,1000,18,2
97,1.72E+00,4.29,Leu,3,0.05,3.44E+01,147.576,M,0,20,2
98,1.88E+00,4.29,Leu,3,0.05,3.76E+01,161.304,M,100,20,2
99,1.90E+00,4.29,Leu,3,0.05,3.80E+01,163.02,M,1000,20,2
100,1.64E+00,4.29,Leu,3,0.05,3.28E+01,140.712,M,0,22,2
101,1.42E+00,4.29,Leu,3,0.05,2.84E+01,121.836,M,100,22,2
102,1.60E+00,4.29,Leu,3,0.05,3.20E+01,137.28,M,1000,22,2
103,1.72E+00,4.29,Leu,3,0.05,3.44E+01,147.576,M,0,24,2
104,1.42E+00,4.29,Leu,3,0.05,2.84E+01,121.836,M,100,24,2
105,2.00E+00,4.29,Leu,3,0.05,4.00E+01,171.6,M,1000,24,2
106,1.73E+00,4.29,Leu,3,0.05,3.46E+01,148.434,E,0,16,2
107,2.14E+00,4.29,Leu,3,0.05,4.28E+01,183.612,E,100,16,2
108,1.84E+00,4.29,Leu,3,0.05,3.68E+01,157.872,E,1000,16,2
109,1.68E+00,4.29,Leu,3,0.05,3.36E+01,144.144,E,0,18,2
110,1.51E+00,4.29,Leu,3,0.05,3.02E+01,129.558,E,100,18,2
111,1.61E+00,4.29,Leu,3,0.05,3.22E+01,138.138,E,1000,18,2
112,1.72E+00,4.29,Leu,3,0.05,3.44E+01,147.576,E,0,20,2
113,1.58E+00,4.29,Leu,3,0.05,3.16E+01,135.564,E,100,20,2
114,1.60E+00,4.29,Leu,3,0.05,3.20E+01,137.28,E,1000,20,2
115,2.17E+00,4.29,Leu,3,0.05,4.34E+01,186.186,E,0,22,2
116,2.00E+00,4.29,Leu,3,0.05,4.00E+01,171.6,E,100,22,2
117,1.76E+00,4.29,Leu,3,0.05,3.52E+01,151.008,E,1000,22,2
118,1.68E+00,4.29,Leu,3,0.05,3.36E+01,144.144,E,0,24,2
119,1.86E+00,4.29,Leu,3,0.05,3.72E+01,159.588,E,100,24,2
120,1.77E+00,4.29,Leu,3,0.05,3.54E+01,151.866,E,1000,24,2
M0,8.47E-01,4.64,Phe,3,0.05,1.69E+01,78.6016,,,,
M0,8.10E-01,4.64,Phe,3,0.05,1.62E+01,75.168,,,,
61,1.31E+00,4.64,Phe,3,0.05,2.62E+01,121.568,TM,0,16,2
62,7.75E-01,4.64,Phe,3,0.05,1.55E+01,71.92,TM,100,16,2
63,7.95E-01,4.64,Phe,3,0.05,1.59E+01,73.776,TM,1000,16,2
64,7.69E-01,4.64,Phe,3,0.05,1.54E+01,71.3632,TM,0,18,2
65,6.91E-01,4.64,Phe,3,0.05,1.38E+01,64.1248,TM,100,18,2
66,7.48E-01,4.64,Phe,3,0.05,1.50E+01,69.4144,TM,1000,18,2
67,6.48E-01,4.64,Phe,3,0.05,1.30E+01,60.1344,TM,0,20,2
68,6.67E-01,4.64,Phe,3,0.05,1.33E+01,61.8976,TM,100,20,2
69,1.02E+00,4.64,Phe,3,0.05,2.04E+01,94.656,TM,1000,20,2
70,8.25E-01,4.64,Phe,3,0.05,1.65E+01,76.56,TM,0,22,2
71,7.99E-01,4.64,Phe,3,0.05,1.60E+01,74.1472,TM,100,22,2
72,7.66E-01,4.64,Phe,3,0.05,1.53E+01,71.0848,TM,1000,22,2
73,1.16E+00,4.64,Phe,3,0.05,2.32E+01,107.648,TM,0,24,2
74,1.18E+00,4.64,Phe,3,0.05,2.36E+01,109.504,TM,100,24,2
75,8.22E-01,4.64,Phe,3,0.05,1.64E+01,76.2816,TM,1000,24,2
76,7.93E-01,4.64,Phe,3,0.05,1.59E+01,73.5904,T,0,16,2
77,8.91E-01,4.64,Phe,3,0.05,1.78E+01,82.6848,T,100,16,2
78,9.12E-01,4.64,Phe,3,0.05,1.82E+01,84.6336,T,1000,16,2
79,1.10E+00,4.64,Phe,3,0.05,2.20E+01,102.08,T,0,18,2
80,1.23E+00,4.64,Phe,3,0.05,2.46E+01,114.144,T,100,18,2
81,1.26E+00,4.64,Phe,3,0.05,2.52E+01,116.928,T,1000,18,2
82,1.27E+00,4.64,Phe,3,0.05,2.54E+01,117.856,T,0,20,2
83,1.02E+00,4.64,Phe,3,0.05,2.04E+01,94.656,T,100,20,2
84,1.37E+00,4.64,Phe,3,0.05,2.74E+01,127.136,T,1000,20,2
85,1.15E+00,4.64,Phe,3,0.05,2.30E+01,106.72,T,0,22,2
86,1.31E+00,4.64,Phe,3,0.05,2.62E+01,121.568,T,100,22,2
87,1.07E+00,4.64,Phe,3,0.05,2.14E+01,99.296,T,1000,22,2
88,1.33E+00,4.64,Phe,3,0.05,2.66E+01,123.424,T,0,24,2
89,1.45E+00,4.64,Phe,3,0.05,2.90E+01,134.56,T,100,24,2
90,1.22E+00,4.64,Phe,3,0.05,2.44E+01,113.216,T,1000,24,2
91,2.00E+00,4.64,Phe,3,0.05,4.00E+01,185.6,M,0,16,2
92,9.28E-01,4.64,Phe,3,0.05,1.86E+01,86.1184,M,100,16,2
93,8.51E-01,4.64,Phe,3,0.05,1.70E+01,78.9728,M,1000,16,2
94,9.94E-01,4.64,Phe,3,0.05,1.99E+01,92.2432,M,0,18,2
95,9.43E-01,4.64,Phe,3,0.05,1.89E+01,87.5104,M,100,18,2
96,1.80E+00,4.64,Phe,3,0.05,3.60E+01,167.04,M,1000,18,2
97,1.70E+00,4.64,Phe,3,0.05,3.40E+01,157.76,M,0,20,2
98,1.14E+00,4.64,Phe,3,0.05,2.28E+01,105.792,M,100,20,2
99,1.35E+00,4.64,Phe,3,0.05,2.70E+01,125.28,M,1000,20,2
100,1.93E+00,4.64,Phe,3,0.05,3.86E+01,179.104,M,0,22,2
101,1.58E+00,4.64,Phe,3,0.05,3.16E+01,146.624,M,100,22,2
102,1.15E+00,4.64,Phe,3,0.05,2.30E+01,106.72,M,1000,22,2
103,1.10E+00,4.64,Phe,3,0.05,2.20E+01,102.08,M,0,24,2
104,1.34E+00,4.64,Phe,3,0.05,2.68E+01,124.352,M,100,24,2
